Dönem,TARİH,Başlama Saati,Bitiş Saati,KONU,DİLİM ADI / ANABİLİM DALI,YER,,,,,,
Dönem 1,3 Kasım 2025 Pazartesi,16:00,16:40,14-Yağ asitleri / Prof. Dr. Canan KÜÇÜKGERGİN (Prof. Dr. Şule SEÇKİN),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,4 Kasım 2025 Salı,08:30,09:10,15-Steroidler / Prof. Dr. Canan KÜÇÜKGERGİN (Prof. Dr. Şule SEÇKİN),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,4 Kasım 2025 Salı,09:20,10:00,16-Nükleik asit yapısı / Prof. Dr. Canan KÜÇÜKGERGİN (Prof. Dr. Semra ABBASOĞLU),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,4 Kasım 2025 Salı,10:30,12:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ  / DİKEY KORİDOR,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,4 Kasım 2025 Salı,13:30,15:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ  / DİKEY KORİDOR,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,5 Kasım 2025 Çarşamba,08:30,12:30,ÖNLÜK GİYME TÖRENİ,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,5 Kasım 2025 Çarşamba,13:30,14:10,Seçmeli Dersler - 5,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,5 Kasım 2025 Çarşamba,14:20,15:00,Seçmeli Dersler - 5,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,5 Kasım 2025 Çarşamba,15:10,15:50,Seçmeli Dersler - 5,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,5 Kasım 2025 Çarşamba,16:00,16:40,8-Biyoenerjetiğe giriş - kavram ve terimleri - termodinamik kurallar / Prof. Dr. Leman YALÇINTEPE GÜNEŞTUTAR (Doç. Dr. Başak GÜNÇER),YAŞAMIN MOLEKÜLER TEMELLERİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,5 Kasım 2025 Çarşamba,16:50,17:30,9-Biyolojik enerji aktarımı-serbest enerji ve entropi kavramı / Prof. Dr. Leman YALÇINTEPE GÜNEŞTUTAR (Doç. Dr. Başak GÜNÇER),YAŞAMIN MOLEKÜLER TEMELLERİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,6 Kasım 2025 Perşembe,08:30,09:10,1-Vücut sıvılarında asit-baz dengesinin düzenlenmesi / Prof. Dr.Aytül UYAR (Prof.Dr. Tamer DEMİRALP),YAŞAMIN MOLEKÜLER TEMELLERİ / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,6 Kasım 2025 Perşembe,09:20,10:00,2-Osmoz ve taşınma /Prof. Dr.Aytül UYAR (Prof.Dr. Tamer DEMİRALP),YAŞAMIN MOLEKÜLER TEMELLERİ / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,6 Kasım 2025 Perşembe,10:30,12:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ  / DİKEY KORİDOR,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,6 Kasım 2025 Perşembe,13:30,14:10,17-DNA ve RNA özellikleri / Prof. Dr. Canan KÜÇÜKGERGİN (Prof. Dr. Semra ABBASOĞLU),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,6 Kasım 2025 Perşembe,14:20,15:00,18-Proteinlerin tanımı ve biyolojik önemi / Prof. Dr. Semra ABBASOĞLU (Prof. Dr. Canan KÜÇÜKGERGİN),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,6 Kasım 2025 Perşembe,15:10,15:50,10-Biyolojik Reaksiyonlar ve Enzim Etki Mekanizmasının Moleküler Esasları / Prof. Dr. Handan AKÇAKAYA (Prof. Dr. Işıl ALBENİZ),YAŞAMIN MOLEKÜLER TEMELLERİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,6 Kasım 2025 Perşembe,16:00,16:40,11-Enzim Kinetikleri / Prof. Dr. Handan AKÇAKAYA (Prof. Dr. Işıl ALBENİZ),YAŞAMIN MOLEKÜLER TEMELLERİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,7 Kasım 2025 Cuma,08:30,09:10,19-Aminoasitlerin fonksiyonları / Prof. Dr. Semra ABBASOĞLU (Prof. Dr. Canan KÜÇÜKGERGİN),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,,,,,,,
Dönem 1,7 Kasım 2025 Cuma,09:20,10:00,"20-Aminoasitlerin kimyasal özellikleri, peptid bağı oluşumu / Prof. Dr. Semra ABBASOĞLU (Prof. Dr. Canan KÜÇÜKGERGİN)",YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,7 Kasım 2025 Cuma,10:30,12:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ  / DİKEY KORİDOR,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,7 Kasım 2025 Cuma,14:00,15:50,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ  / DİKEY KORİDOR,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,7 Kasım 2025 Cuma,16:00,16:40,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,10 Kasım 2025 Pazartesi,08:30,10:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ  / DİKEY KORİDOR,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,10 Kasım 2025 Pazartesi,10:30,12:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ  / DİKEY KORİDOR,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,10 Kasım 2025 Pazartesi,13:30,14:10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,10 Kasım 2025 Pazartesi,14:20,15:00,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,10 Kasım 2025 Pazartesi,15:10,15:50,7-İLETİŞİM BECERİLERİ 1 Dinlemenin iletişimdeki önemi /  Doç. Dr. Ayşe Nilüfer ALÇALAR (Dr. Öğr. Üyesi Irmak Polat),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,10 Kasım 2025 Pazartesi,16:00,16:40,8-İLETİŞİM BECERİLERİ 1 Etkin dinlemenin özellikleri /  Doç. Dr. Ayşe Nilüfer ALÇALAR (Dr. Öğr. Üyesi Irmak Polat),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Kasım 2025 Salı,08:30,09:10,12-Hücre membranın biyofiziksel özellikleri / Prof. Dr. Leman YALÇINTEPE GÜNEŞTUTAR (Doç. Dr. Başak GÜNÇER),YAŞAMIN MOLEKÜLER TEMELLERİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Kasım 2025 Salı,09:20,10:00,13-Membran potansiyelleri elektriksel eşdeğer devreler ve modeller / Prof. Dr. Leman YALÇINTEPE GÜNEŞTUTAR (Doç. Dr. Başak GÜNÇER),YAŞAMIN MOLEKÜLER TEMELLERİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Kasım 2025 Salı,10:30,12:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ  / DİKEY KORİDOR,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Kasım 2025 Salı,13:30,14:10,23-Protein yapısı II / Prof. Dr. Semra ABBASOĞLU (Prof. Dr. Canan KÜÇÜKGERGİN),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Kasım 2025 Salı,14:20,15:00,"24-Fibriler proteinler, kollajen ve keratin / Prof. Dr. Semra ABBASOĞLU (Prof. Dr. Canan KÜÇÜKGERGİN)",YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Kasım 2025 Salı,15:30,16:10,21-Standart ve standart olmayan amino asitler / Prof. Dr. Semra ABBASOĞLU (Prof. Dr. Canan KÜÇÜKGERGİN),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Kasım 2025 Salı,16:20,17:00,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,12 Kasım 2025 Çarşamba,08:30,10:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ  / DİKEY KORİDOR,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,12 Kasım 2025 Çarşamba,10:30,12:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ  / DİKEY KORİDOR,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,12 Kasım 2025 Çarşamba,13:30,14:10,Seçmeli Dersler - 6,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,12 Kasım 2025 Çarşamba,14:20,15:00,Seçmeli Dersler - 6,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,12 Kasım 2025 Çarşamba,15:10,15:50,Seçmeli Dersler - 6,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,13 Kasım 2025 Perşembe,09:00,10:00,ENTEGRE OTURUM - Hücre Zarının içinde... -  Prof.Dr. Fatma OĞUZ / Doç. Dr. Elif KERVANCIOĞLU DEMİRCİ (İngilizce Tıp ile ortak ders),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOLOJİ AD. - HİSTOLOJİ VE EMBİRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,13 Kasım 2025 Perşembe,10:30,12:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,13 Kasım 2025 Perşembe,13:30,15:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,13 Kasım 2025 Perşembe,15:30,16:10,"25-Globüler proteinler, hemoglobin ve miyoglobin / Prof. Dr. Semra ABBASOĞLU (Prof. Dr. Canan KÜÇÜKGERGİN)",YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,13 Kasım 2025 Perşembe,16:20,17:00,22-Protein yapısı I / Prof. Dr. Semra ABBASOĞLU (Prof. Dr. Canan KÜÇÜKGERGİN),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,14 Kasım 2025 Cuma,08:30,09:10,1-Endoplazmik retikulum yapısı ve fonksiyonu ER stresi / Doç. Dr. Hayriye ŞENTÜRK ÇİFTÇİ ( Prof.Dr. Fatma OĞUZ),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,14 Kasım 2025 Cuma,09:20,10:00,"2-Golgi kompleksi yapı ve işlevleri, Hücre içi vezikül trafiği / Doç. Dr. Hayriye ŞENTÜRK ÇİFTÇİ ( Prof.Dr. Fatma OĞUZ)",HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,14 Kasım 2025 Cuma,10:30,12:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,14 Kasım 2025 Cuma,14:00,14:40,26-Nükleotidlerin sentezi / Prof. Dr. Şule SEÇKİN (Prof. Dr. Canan KÜÇÜKGERGİN),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,14 Kasım 2025 Cuma,14:50,15:30,27-Nükleotidlerin yıkımı / Prof. Dr. Şule SEÇKİN (Prof. Dr. Canan KÜÇÜKGERGİN),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,14 Kasım 2025 Cuma,15:40,16:20,14-Biyoenerjetik açıdan moleküllerin membrandan iletisi / Prof. Dr. Leman YALÇINTEPE GÜNEŞTUTAR (Doç. Dr. Başak GÜNÇER),YAŞAMIN MOLEKÜLER TEMELLERİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Kasım 2025 Pazartesi,08:30,09:10,28-Nükleotidlerin sentez ve yıkımının düzenlenmesi / Prof. Dr. Şule SEÇKİN (Prof. Dr. Canan KÜÇÜKGERGİN),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Kasım 2025 Pazartesi,09:20,10:00,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,17 Kasım 2025 Pazartesi,10:00,13:00,SERBEST ÇALIŞMA (Dönem3 Sınav),,,,,,,,
Dönem 1,17 Kasım 2025 Pazartesi,13:30,14:10,9-İLETİŞİM BECERİLERİ 1 Empatinin kavramı / Dr. Öğr. Üyesi Irmak POLAT (Doç. Dr. Ayşe Nilüfer ALÇALAR),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Kasım 2025 Pazartesi,14:20,15:00,10-İLETİŞİM BECERİLERİ 1 Empatinin özellikleri / Dr. Öğr. Üyesi Irmak POLAT (Doç. Dr. Ayşe Nilüfer ALÇALAR),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Kasım 2025 Pazartesi,15:10,15:50,30-Enzim aktivitesini etkileyen faktörler / Prof. Dr. Seldağ BEKPINAR (Doç. Dr. İlknur BİNGÜL),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Kasım 2025 Pazartesi,16:00,16:40,15-Difüzyon yasaları ve difüzyonun biyolojik sistemler için önemi / Prof. Dr. Handan AKÇAKAYA (Prof. Dr. Işıl ALBENİZ),YAŞAMIN MOLEKÜLER TEMELLERİ / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Kasım 2025 Pazartesi,16:50,17:30,8-DNA replikasyonunun biyolojisi / Prof. Dr. Sacide PEHLİVAN (Prof. Dr. Çiğdem KEKİK ÇINAR),HÜCRE DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,18 Kasım 2025 Salı,08:30,09:10,31-Enzim inhibisyonu / Prof. Dr. Seldağ BEKPINAR (Doç. Dr. İlknur BİNGÜL),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,18 Kasım 2025 Salı,09:20,10:00,32-Enzim aktivitesinin düzenlenmesi / Prof. Dr. Seldağ BEKPINAR (Doç. Dr. İlknur BİNGÜL),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,18 Kasım 2025 Salı,10:30,12:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,18 Kasım 2025 Salı,13:30,15:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,19 Kasım 2025 Çarşamba,08:30,10:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,19 Kasım 2025 Çarşamba,10:30,12:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,19 Kasım 2025 Çarşamba,13:30,14:10,Seçmeli Dersler - 7,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,19 Kasım 2025 Çarşamba,14:20,15:00,Seçmeli Dersler - 7,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,19 Kasım 2025 Çarşamba,15:10,15:50,Seçmeli Dersler - 7,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,20 Kasım 2025 Perşembe,08:30,10:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,20 Kasım 2025 Perşembe,10:30,11:10,"1-Bakterilerin morfolojisi, bakteri hücresinin yapısı-1 / Prof. Dr. Yaşar NAKİPOĞLU (Doç. Dr. Gonca ERKÖSE GENÇ)",HÜCRE DİLİMİ / TIBBİ MİKROBİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,20 Kasım 2025 Perşembe,11:20,12:00,"2-Bakterilerin morfolojisi, bakteri hücresinin yapısı-2 / Prof. Dr. Yaşar NAKİPOĞLU (Doç. Dr. Gonca ERKÖSE GENÇ)",HÜCRE DİLİMİ / TIBBİ MİKROBİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,20 Kasım 2025 Perşembe,13:30,15:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,21 Kasım 2025 Cuma,08:30,10:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,21 Kasım 2025 Cuma,10:30,12:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,21 Kasım 2025 Cuma,14:00,14:40,33-Biyolojik membranlarda transportun önemi / Prof. Dr. Pervin VURAL (Prof. Dr. Evin ADEMOĞLU),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,21 Kasım 2025 Cuma,14:50,15:30,34-Biyolojik Membranlarda transport mekanızmaları / Prof. Dr. Pervin VURAL (Prof. Dr. Evin ADEMOĞLU),YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,21 Kasım 2025 Cuma,15:40,16:20,"29-Enzimlerin genel özellikleri, sınıflandırılması / Prof. Dr. Seldağ BEKPINAR (Doç. Dr. İlknur BİNGÜL)",YAŞAMIN MOLEKÜLER TEMELLERİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,24 Kasım 2025 Pazartesi,08:30,10:20,UYGULAMA,YAŞAMIN MOLEKÜLER TEMELLERİ DİLİMİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,24 Kasım 2025 Pazartesi,10:30,11:10,11-İLETİŞİM BECERİLERİ 1 İletişim engelleri-1 /  Doç. Dr. Ayşe Nilüfer ALÇALAR (Dr. Öğr. Üyesi Irmak Polat),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,24 Kasım 2025 Pazartesi,11:20,12:00,12-İLETİŞİM BECERİLERİ 1 İletişim engelleri-2 /   Doç. Dr. Ayşe Nilüfer ALÇALAR (Dr. Öğr. Üyesi Irmak Polat),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,24 Kasım 2025 Pazartesi,13:30,14:10,1-Organellerin biyokimyasal işlevleri I / Prof. Dr. Pervin VURAL (Prof. Dr. Evin ADEMOĞLU),HÜCRE DİLİMİ / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
