Dönem,TARİH,Başlama Saati,Bitiş Saati,KONU,DİLİM ADI / ANABİLİM DALI,YER,,,,,,
Dönem 1,11 Mart 2026 Çarşamba,08:30,09:10,9- Yüz Kemikleri / Doç. Dr. Özcan GAYRETLİ (Dr. Öğr.Üyesi Osman COŞKUN),HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Mart 2026 Çarşamba,09:20,10:00,10- Eklem genel bilgi / Doç. Dr. Özcan GAYRETLİ (Dr. Öğr.Üyesi Osman COŞKUN),HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Mart 2026 Çarşamba,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Mart 2026 Çarşamba,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,11 Mart 2026 Çarşamba,13:30,14:10,Seçmeli Dersler - 3,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Mart 2026 Çarşamba,14:20,15:00,Seçmeli Dersler - 3,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,11 Mart 2026 Çarşamba,15:10,15:50,Seçmeli Dersler - 3,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,12 Mart 2026 Perşembe,08:30,09:10,4-Ortaçağ'da İslam Tıbbı /  Prof. Dr. Fatma Arın NAMAL (Prof. Dr. İlhan İLKILIÇ),DİKEY KORİDOR DİLİMİ / TIP TARİHİ VE ETİK A.D.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,12 Mart 2026 Perşembe,09:20,10:00,6-Rönesans ve Tıp / Prof. Dr. Fatma Arın NAMAL (Prof. Dr. İlhan İLKILIÇ),DİKEY KORİDOR DİLİMİ / TIP TARİHİ VE ETİK A.D.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,12 Mart 2026 Perşembe,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,12 Mart 2026 Perşembe,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,12 Mart 2026 Perşembe,13:30,14:10,11- Alt taraf eklemleri I / Dr. Öğr.Üyesi Osman COŞKUN (Doç. Dr. Özcan GAYRETLİ),HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,12 Mart 2026 Perşembe,14:20,15:00,12- Alt taraf eklemleri II / Dr. Öğr.Üyesi Osman COŞKUN (Doç. Dr. Özcan GAYRETLİ),HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,12 Mart 2026 Perşembe,15:10,15:50,11-Kök Hücre Biyolojisi /  Prof.Dr. Fatma OĞUZ (Doç. Dr. Hayriye Şentürk ÇİFTÇİ),DOKU DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,12 Mart 2026 Perşembe,16:00,16:40,12-Moleküler ve Hücresel tedaviler ve Gen terapisi /  Prof.Dr. Fatma OĞUZ (Doç. Dr. Hayriye Şentürk ÇİFTÇİ),DOKU DİLİMİ / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,13 Mart 2026 Cuma,08:30,09:10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,13 Mart 2026 Cuma,09:20,10:00,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,13 Mart 2026 Cuma,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,13 Mart 2026 Cuma,12:30,14:00,ÖĞLE ARASI,,,,,,,,
Dönem 1,13 Mart 2026 Cuma,14:00,16:50,Anatomi Uygulama 4 / 21,HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,16 Mart 2026 Pazartesi,08:30,09:10,7-Osmanlılarda Tıp 1 (kuruluştan 19.yy'a) /  Prof. Dr. Fatma Arın NAMAL (Prof. Dr. İlhan İLKILIÇ),DİKEY KORİDOR DİLİMİ / TIP TARİHİ VE ETİK A.D.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,16 Mart 2026 Pazartesi,09:20,10:00,8-18. ve 19. Yüzyılda Batı'da Tıp /  Prof. Dr. Fatma Arın NAMAL (Prof. Dr. İlhan İLKILIÇ),DİKEY KORİDOR DİLİMİ / TIP TARİHİ VE ETİK A.D.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,16 Mart 2026 Pazartesi,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,16 Mart 2026 Pazartesi,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,16 Mart 2026 Pazartesi,13:30,16:20,Anatomi Uygulama 5 / 21,HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Mart 2026 Salı,08:30,09:10,3-Örtü ve bez epiteli / Prof. Dr. Sibel KÖKTÜRK (Doç. Dr. Elif KERVANCIOĞLU DEMİRCİ),DOKU DİLİMİ / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Mart 2026 Salı,09:20,10:00,13-Alt taraf eklemleri III / Dr. Öğr.Üyesi Osman COŞKUN (Doç. Dr. Özcan GAYRETLİ),HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Mart 2026 Salı,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Mart 2026 Salı,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,17 Mart 2026 Salı,13:30,14:10,9-Osmanlılarda Tıp 2 (kuruluştan 19.yy ve devamı) /  Prof. Dr. Fatma Arın NAMAL (Prof. Dr. İlhan İLKILIÇ),DİKEY KORİDOR DİLİMİ / TIP TARİHİ VE ETİK A.D.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Mart 2026 Salı,14:20,15:00,4-İLETİŞİM BECERİLERİ 2 Film 2‘nin izlenmesi / Dr. Öğr. Üyesi Irmak Polat  ( Doç. Dr. Ayşe Nilüfer ALÇALAR),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,17 Mart 2026 Salı,15:10,16:10,5-İLETİŞİM BECERİLERİ 2 (Film 2'nin tartışılması) / Dr. Öğr. Üyesi Irmak Polat  ( Doç. Dr. Ayşe Nilüfer ALÇALAR),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,18 Mart 2026 Çarşamba,08:30,09:10,4-Duyu epiteli / Prof. Dr. Sibel KÖKTÜRK (Doç. Dr. Elif KERVANCIOĞLU DEMİRCİ),DOKU DİLİMİ / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,18 Mart 2026 Çarşamba,09:20,10:00,5-Mezenkim ve erişkin bağ dokusu tipleri / Doç. Dr. Tuğba KOTİL ( Prof. Dr. Sibel KÖKTÜRK),DOKU DİLİMİ / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,18 Mart 2026 Çarşamba,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,18 Mart 2026 Çarşamba,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,18 Mart 2026 Çarşamba,13:30,14:10,Seçmeli Dersler - 4,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,18 Mart 2026 Çarşamba,14:20,15:00,Seçmeli Dersler - 4,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,18 Mart 2026 Çarşamba,15:10,15:50,Seçmeli Dersler - 4,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,19 Mart 2026 Perşembe,08:30,09:10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,19 Mart 2026 Perşembe,09:20,10:00,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,19 Mart 2026 Perşembe,10:10,10:50,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,19 Mart 2026 Perşembe,11:00,11:40,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,19 Mart 2026 Perşembe,11:50,12:30,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,19 Mart 2026 Perşembe,,,RAMAZAN BAYRAMI AREFESİ,,,,,,,,
Dönem 1,20 Mart 2026 Cuma,,,RAMAZAN BAYRAMI ,,,,,,,,
Dönem 1,23 Mart 2026 Pazartesi,08:30,09:10,6-Bağ dokusunun hücre dışı matrisi /Doç. Dr. Tuğba KOTİL ( Prof. Dr. Sibel KÖKTÜRK),DOKU DİLİMİ / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,23 Mart 2026 Pazartesi,09:20,10:00,7-Bağ dokusu hücreleri / Doç. Dr. Tuğba KOTİL ( Prof. Dr. Sibel KÖKTÜRK),DOKU DİLİMİ / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,23 Mart 2026 Pazartesi,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,23 Mart 2026 Pazartesi,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,23 Mart 2026 Pazartesi,13:30,16:20,Anatomi Uygulama 6 / 21,HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,24 Mart 2026 Salı,08:30,09:10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,24 Mart 2026 Salı,09:20,10:00,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,24 Mart 2026 Salı,10:10,10:50,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,24 Mart 2026 Salı,11:00,11:40,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,24 Mart 2026 Salı,11:50,12:30,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,24 Mart 2026 Salı,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,24 Mart 2026 Salı,13:30,14:10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,24 Mart 2026 Salı,14:20,15:00,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,24 Mart 2026 Salı,15:10,15:50,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,24 Mart 2026 Salı,16:00,16:40,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,25 Mart 2026 Çarşamba,08:30,09:10,SERBEST ÇALIŞMA,,,,,,,,
Dönem 1,25 Mart 2026 Çarşamba,09:20,10:00,10-19. ve 20. Yüzyılda Batı Tıbbı / Prof. Dr. İlhan İLKILIÇ  (Prof. Dr. Fatma Arın NAMAL),DİKEY KORİDOR DİLİMİ / TIP TARİHİ VE ETİK A.D.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,25 Mart 2026 Çarşamba,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,25 Mart 2026 Çarşamba,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,25 Mart 2026 Çarşamba,13:30,14:10,Seçmeli Dersler - 5,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,25 Mart 2026 Çarşamba,14:20,15:00,Seçmeli Dersler - 5,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,25 Mart 2026 Çarşamba,15:10,15:50,Seçmeli Dersler - 5,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,26 Mart 2026 Perşembe,08:30,09:10,8-Kan dokusu / Dr. Öğr. Üyesi Tuğba EKİZ YILMAZ (Prof. Dr. Sibel KÖKTÜRK),DOKU DİLİMİ / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,26 Mart 2026 Perşembe,09:20,10:00,9-Kas dokusu / Dr. Öğr. Üyesi Tuğba EKİZ YILMAZ (Prof. Dr. Sibel KÖKTÜRK),DOKU DİLİMİ / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,26 Mart 2026 Perşembe,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,26 Mart 2026 Perşembe,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,26 Mart 2026 Perşembe,13:30,14:10,14-Gövde eklemleri / Dr. Öğr.Üyesi Osman COŞKUN (Doç. Dr. Özcan GAYRETLİ),HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,26 Mart 2026 Perşembe,14:20,15:00,15-Üst taraf eklemleri I / Doç. Dr. Özcan GAYRETLİ (Dr. Öğr.Üyesi Osman COŞKUN),HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,26 Mart 2026 Perşembe,15:10,15:50,1-Epitel Dokusunun gelişimi ve yapısı / Prof. Dr. Sibel KÖKTÜRK (Doç. Dr. Elif KERVANCIOĞLU DEMİRCİ),DOKU DİLİMİ / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,26 Mart 2026 Perşembe,16:00,16:40,2-Epitel dokusu tipleri / Prof. Dr. Sibel KÖKTÜRK (Doç. Dr. Elif KERVANCIOĞLU DEMİRCİ),DOKU DİLİMİ / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,27 Mart 2026 Cuma,08:30,09:10,SERBEST ÇALIŞMA ,,,,,,,,
Dönem 1,27 Mart 2026 Cuma,09:20,10:00,SERBEST ÇALIŞMA ,,,,,,,,
Dönem 1,27 Mart 2026 Cuma,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,27 Mart 2026 Cuma,12:30,14.00,ÖĞLE ARASI,,,,,,,,
Dönem 1,27 Mart 2026 Cuma,14:00,16:50,Anatomi Uygulama 7 / 21,HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,30 Mart 2026 Pazartesi,08:30,09:10,10-Kalp kası / Dr. Öğr. Üyesi Tuğba EKİZ YILMAZ (Prof. Dr. Sibel KÖKTÜRK),DOKU DİLİMİ / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,30 Mart 2026 Pazartesi,09:20,10:00,11-Düz Kas / Dr. Öğr. Üyesi Tuğba EKİZ YILMAZ (Prof. Dr. Sibel KÖKTÜRK),DOKU DİLİMİ / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,30 Mart 2026 Pazartesi,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,30 Mart 2026 Pazartesi,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,30 Mart 2026 Pazartesi,13:30,16:20,Anatomi Uygulama 8 / 21,HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,31 Mart 2026 Salı,08:30,09:10,11-1933 Türk Üniversite Reformu ve Fakültemizin Tarihi / Prof. Dr. Fatma Arın NAMAL (Prof. Dr. İlhan İLKILIÇ),DİKEY KORİDOR DİLİMİ / TIP TARİHİ VE ETİK A.D.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,31 Mart 2026 Salı,09:20,10:00,12-Pandemiler ve Salgın Hastalıklar Tarihi / Prof. Dr. Fatma Arın NAMAL (Prof. Dr. İlhan İLKILIÇ),DİKEY KORİDOR DİLİMİ / TIP TARİHİ VE ETİK A.D.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,31 Mart 2026 Salı,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,31 Mart 2026 Salı,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,31 Mart 2026 Salı,13:30,14:10,16-Üst taraf eklemleri II / Doç. Dr. Özcan GAYRETLİ (Dr. Öğr.Üyesi Osman COŞKUN),HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,, 
Dönem 1,31 Mart 2026 Salı,14:20,15:00,17-Baş-boyun eklemleri / Doç. Dr. Özcan GAYRETLİ (Dr. Öğr.Üyesi Osman COŞKUN),HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,31 Mart 2026 Salı,15:10,15:50,1-Homeostasis kavramı / Prof.Dr. Tamer DEMİRALP(Prof. Dr. Aytül UYAR),DOKU DİLİMİ / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,31 Mart 2026 Salı,16:00,16:40,2- Kontrol Sistemleri / Prof.Dr. Tamer DEMİRALP(Prof. Dr. Aytül UYAR),DOKU DİLİMİ / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,1 Nisan 2026 Çarşamba,08:30,09:10,21-Kalça ve Uyluk Kasları  / Dr. Öğr.Üyesi Osman COŞKUN (Doç. Dr. Özcan GAYRETLİ),HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,1 Nisan 2026 Çarşamba,09:20,10:00,22-Bacak ve Ayak Kasları  / Dr. Öğr.Üyesi Osman COŞKUN (Doç. Dr. Özcan GAYRETLİ),HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,1 Nisan 2026 Çarşamba,10:30,12:20,UYGULAMA,DOKU DİLİMİ / DİKEY KORİDOR,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,1 Nisan 2026 Çarşamba,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,1 Nisan 2026 Çarşamba,13:30,14:10,Seçmeli Dersler - 6,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,1 Nisan 2026 Çarşamba,14:20,15:00,Seçmeli Dersler - 6,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,1 Nisan 2026 Çarşamba,15:10,15:50,Seçmeli Dersler - 6,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,2 Nisan 2026 Perşembe,08:30,09:10,12-Sinir dokusunun gelişimsel özellikleri ve hücreleri / Doç.Dr.Tuğba KOTİL(Prof. Dr. Sibel KÖKTÜRK),DOKU DİLİMİ / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,2 Nisan 2026 Perşembe,09:20,10:00,13-Nöronların morfolojik sınıflandırılması / Doç.Dr.Tuğba KOTİL(Prof. Dr. Sibel KÖKTÜRK),DOKU DİLİMİ / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,2 Nisan 2026 Perşembe,10:30,12:20,UYGULAMA,DOKU DİLİMİ ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI DÖNEM 1 UYGULAMA PROGRAMINA BAKINIZ,,,,,,
Dönem 1,2 Nisan 2026 Perşembe,12:30,13:30,ÖĞLE ARASI,,,,,,,,
Dönem 1,2 Nisan 2026 Perşembe,13:30,14:10,18-Baş-Boyun ve Gövdenin Fonksiyonel Anatomisi / Prof. Dr. Ayşin KALE (Doç. Dr. Özcan GAYRETLİ),HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,2 Nisan 2026 Perşembe,14:20,15.00,19-Üst ve Alt Ekstremitelerin Fonksiyonel Anatomisi / Prof. Dr. Ayşin KALE (Doç. Dr. Özcan GAYRETLİ),HAREKET-1 DİLİMİ / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,2 Nisan 2026 Perşembe,15:10,16:10,6-İLETİŞİM BECERİLERİ 2 (Film 3‘ün izlenmesi) / Dr. Öğr. Üyesi Irmak Polat  ( Doç. Dr. Ayşe Nilüfer ALÇALAR),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
Dönem 1,2 Nisan 2026 Perşembe,16:20,17:20,7-İLETİŞİM BECERİLERİ 2 (Film 3‘ün tartşılması) / Dr. Öğr. Üyesi Irmak Polat ( Doç. Dr. Ayşe Nilüfer ALÇALAR),DİKEY KORİDOR DİLİMİ / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,
