Dönem,Start Date,Start Time,End Time,Subject,Description,Location,,,,,,,,,,,,,,,,,,,
Time Table 1,15 Nisan 2026 Çarşamba,14:20,15:00,Elective Courses - 8,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,15 Nisan 2026 Çarşamba,15:10,15:50,Elective Courses - 8,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,16 Nisan 2026 Perşembe,08:30,15:50,İntroduction to Medicine Applications / Dr. Öğr. Üyesi Hacer Ayşen YAVRU,ZORUNLU SEÇMELİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,17 Nisan 2026 Cuma,08:30,15:50,İntroduction to Medicine Applications / Dr. Öğr. Üyesi Hacer Ayşen YAVRU,ZORUNLU SEÇMELİ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Nisan 2026 Pazartesi,08:30,09:10,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Nisan 2026 Pazartesi,09:20,10:00,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Nisan 2026 Pazartesi,10:10,10:50,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Nisan 2026 Pazartesi,11:00,11:40,COMMUNICATION SKILLS 2 Movie 6 / Doç.Dr. Dilek ANUK (Dr.Öğr.Üyesi Irmak POLAT),MEDICAL SKILLS LABORATORY / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Nisan 2026 Pazartesi,11:50,12:30,COMMUNICATION SKILLS 2 Discussion 6 / Doç.Dr. Dilek ANUK (Dr.Öğr.Üyesi Irmak POLAT),MEDICAL SKILLS LABORATORY / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Nisan 2026 Pazartesi,12:30,13:30,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Nisan 2026 Pazartesi,13:30,14:10,9-Transduction and Psychophysics in Receptors / Doç.Dr. Bilge Özerman Edis (Doç.Dr. Başak GÜNÇER),TISSUE / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Nisan 2026 Pazartesi,14:20,15:00,10-Biolectrical potantial in tissues / Prof.Dr.Leman Yalçıntepe Güneştutar (Doç.Dr. Başak GÜNÇER),TISSUE / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Nisan 2026 Pazartesi,15:10,15:50,1- Gender Identification and Chromosomes / Prof.Dr. Fatma OĞUZ (Prof.Dr. Selçuk DAŞDEMİR),LIFE STAGES / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,21 Nisan 2026 Salı,08:30,09:10,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,21 Nisan 2026 Salı,09:20,10:00,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,21 Nisan 2026 Salı,10:10,10:50,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,21 Nisan 2026 Salı,11:00,11:40,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,21 Nisan 2026 Salı,12:00,13:00,UZAKTAN EĞİTİM DERSLERİ DİLİM SINAVLARI,ATATÜRK İLKELERİ VE İNKLAP TARİHİ-II + TÜRK DİLİ-II + YABANCI UYRUKLULAR İÇİN ATATÜRK İLKELERİ VE İNKLAP TARİHİ-II + TÜRK DİLİ-II ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,21 Nisan 2026 Salı,14:45,15:10,KARİYER PLANLAMA  VİZE SINAVI,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,21 Nisan 2026 Salı,15:10,15:50,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,22 Nisan 2026 Çarşamba,08:30,10:20,LABORATORY SKILLS (MEDICAL BIOLOGY 4) İ1,TISSUE,,,,,,,,,,,,,,,,,,,,
Time Table 1,22 Nisan 2026 Çarşamba,11:00,11:40,The Role Of Environment in Life / Prof.Dr. Mine KARAGÜLLE,LIFE STAGES / TIBBİ EKOLOJİ VE HİDROKLİMATOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,22 Nisan 2026 Çarşamba,11:50,12:30,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,22 Nisan 2026 Çarşamba,12:30,13:30,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,22 Nisan 2026 Çarşamba,13:30,14:10,Elective Courses - 9,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,22 Nisan 2026 Çarşamba,14:20,15:00,Elective Courses - 9,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,22 Nisan 2026 Çarşamba,15:10,15:50,Elective Courses - 9,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,22 Nisan 2026 Çarşamba,16:00,16:40,6-Membrane potential / Prof.Dr. Tamer DEMİRALP (Prof.Dr. Müge Devrim ÜÇOK),TISSUE / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,23 Nisan 2026 Perşembe,,,ULUSAL EGEMENLİK VE ÇOCUK BAYRAMI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,24 Nisan 2026 Cuma,08:30,10:20,"LABORATORY SKILLS Problem-Based Learning) (PBL) İ1-1,i1-2,i1-3",TISSUE ,,,,,,,,,,,,,,,,,,,,
Time Table 1,24 Nisan 2026 Cuma,11:00,11:40,22- Leg and foot muscles / Dr. Öğr.Üyesi Osman COŞKUN (Doç.Dr. Özcan GAYRETLİ),MOVEMENT / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,24 Nisan 2026 Cuma,11:50,12:30,23-Trunk muscles / Dr. Öğr.Üyesi Osman COŞKUN (Doç.Dr. Özcan GAYRETLİ),MOVEMENT / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,24 Nisan 2026 Cuma,12:30,14:00,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,24 Nisan 2026 Cuma,14:00,16:50,Anatomy Laboratory 12/21 (Türkçe Tıp ile ortak ders),MOVEMENT / ANATOMİ AD.,,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Nisan 2026 Pazartesi,08:30,09:10,24-Trunk muscles II / Dr. Öğr.Üyesi Osman COŞKUN (Doç.Dr. Özcan GAYRETLİ),MOVEMENT / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Nisan 2026 Pazartesi,09:20,10:00,Membrane potential and signal propagation / (Doç.Dr.Nermin Görkem ŞİRİN İNAN (Doç. Dr. Tuncay GÜNDÜZ),TISSUE / NÖROLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Nisan 2026 Pazartesi,10:10,10:50,8-Propagation of the action potential and action potentials in various tissues / Prof.Dr. Tamer DEMİRALP (Prof.Dr. Müge Devrim ÜÇOK),TISSUE / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Nisan 2026 Pazartesi,11:00,11:40,9-Synaptic transmission / Prof.Dr. Tamer DEMİRALP (Prof.Dr. Müge Devrim ÜÇOK),TISSUE / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Nisan 2026 Pazartesi,11:50,12:30,1-Genital system and anatomy of breast / Prof.Dr. Ayşin KALE (Dr. Öğr.Üyesi Osman COŞKUN),LIFE STAGES / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Nisan 2026 Pazartesi,12:30,13:30,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Nisan 2026 Pazartesi,13:30,15:20,"LABORATORY SKILLS (BIOPHYSICS 5) İ1/ Problem-Based Learning) (PBL) İ2-5,i2-6,i2-7,i2-8",TISSUE,,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Nisan 2026 Pazartesi,15:30,17:00,LABORATORY SKILLS (Parenteral Drug Administration)  İ1,MEDICAL SKILLS LABORATORY,,,,,,,,,,,,,,,,,,,,
Time Table 1,28 Nisan 2026 Salı,08:30,09:10,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,28 Nisan 2026 Salı,09:20,10:00,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,28 Nisan 2026 Salı,10:10,10:50,Healthy Nutrition / Prof.Dr. Bülent SAKA (Prof.Dr. Gülistan BAHAT ÖZTÜRK),LIFE STAGES / İÇ HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,28 Nisan 2026 Salı,11:00,11:40,ek ders- Prof. Dr. Tamer DEMİRALP,TISSUE / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,28 Nisan 2026 Salı,11:50,12:30,2-Pregnancy - Birth and Puerperium Overiew / Doç.Dr. İbrahim Halil KALELİOĞLU (Dr.Öğr.Üyesi İnci Sema TAŞ),LIFE STAGES / KADIN HASTALIKLARI VE DOĞUM AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,28 Nisan 2026 Salı,12:30,13:30,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,28 Nisan 2026 Salı,13:30,14:10,12-Specific characteristics of the synpatic transmission / Prof.Dr. Tamer DEMİRALP (Prof.Dr. Müge Devrim ÜÇOK),TISSUE / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,28 Nisan 2026 Salı,14:30,16:00,LABORATORY SKILLS (Parenteral Drug Administration)  İ2,MEDICAL SKILLS LABORATORY,,,,,,,,,,,,,,,,,,,,
Time Table 1,29 Nisan 2026 Çarşamba,08:30,10:20,"LABORATORY SKILLS (BIOPHYSICS 5) İ2/ Problem-Based Learning) (PBL) İ1-1,i1-2,i1-3,i1-4",TISSUE,,,,,,,,,,,,,,,,,,,,
Time Table 1,29 Nisan 2026 Çarşamba,11:00,11:40,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,29 Nisan 2026 Çarşamba,11:50,12:20,Maternal mental health - 1/  Doç.Dr. Dilek ANUK (Dr. Öğr. Üyesi Irmak POLAT),LIFE STAGES / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,29 Nisan 2026 Çarşamba,13:30,14:10,Elective Courses - 10,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,29 Nisan 2026 Çarşamba,14:20,15:00,Elective Courses - 10,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,29 Nisan 2026 Çarşamba,15:10,15:50,Elective Courses - 10,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,29 Nisan 2026 Çarşamba,16:00,16:40,7-Generation of the action potential / Prof.Dr. Tamer DEMİRALP (Prof.Dr. Müge Devrim ÜÇOK),TISSUE / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,30 Nisan 2026 Perşembe,08:30,09:10,10-Specific characteristics  / Prof.Dr. Tamer DEMİRALP (Prof.Dr. Müge Devrim ÜÇOK),TISSUE / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,30 Nisan 2026 Perşembe,09:20,10:00,25- Head and neck muscles I / Doç.Dr. Özcan GAYRETLİ (Dr. Öğr.Üyesi Osman COŞKUN),MOVEMENT / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,30 Nisan 2026 Perşembe,10:30,12:20,"LABORATORY SKILLS (Problem-Based Learning) (PBL) İ2-5,i2-6,i2-7",TISSUE,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,30 Nisan 2026 Perşembe,12:30,13:30,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,30 Nisan 2026 Perşembe,13:30,15:20,LABORATORY SKILLS (Problem-Based Learning) (PBL) i2-8,TISSUE,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,30 Nisan 2026 Perşembe,15:10,15:50,11-Neurotransmitters - neuropeptides / Prof.Dr. Tamer DEMİRALP (Prof.Dr. Müge Devrim ÜÇOK),TISSUE / FİZYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,1 Mayıs 2026 Cuma,,,LABOR DAY,,,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Mayıs 2026 Pazartesi,08:30,10:20,RESEARCH ACTIVITIES,LIFE STAGES,,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Mayıs 2026 Pazartesi,11:00,11:40,1-Exercise During Childhood / Dr. Öğr. Üyesi Sergen DEVRAN (Prof.Dr.Bülent BAYRAKTAR),LIFE STAGES / SPOR HEKİMLİĞİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Mayıs 2026 Pazartesi,11:50,12:30,2-Exercise with Aging / Dr. Öğr. Üyesi Sergen DEVRAN (Prof.Dr.Gökhan METİN),LIFE STAGES / SPOR HEKİMLİĞİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Mayıs 2026 Pazartesi,12:30,13:30,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Mayıs 2026 Pazartesi,13:30,15:20,LABORATORY SKILLS (Parenteral Drug Administration / Practical Exam Injections) i2 (Problem-Based Learning) i1-4,MEDICAL SKILLS LABORATORY,,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Mayıs 2026 Pazartesi,13:00,15:00,FREE TIME (Time Table 2 Examination),,,,,,,,,,,,,,,,,,,,,
Time Table 1,5 Mayıs 2026 Salı,08:30,10:20,LABORATORY SKILLS (Parenteral Drug Administration / Practical Exam Injections) İ1,MEDICAL SKILLS LABORATORY,,,,,,,,,,,,,,,,,,,,
Time Table 1,5 Mayıs 2026 Salı,10:30,11:10,Family Counseling and Guideness in Children and Adolescents / Doç.Dr.Abdurrahman Cahid ÖRENGÜL (Dr.Öğr.Üyesi Zeynep Nur KARADOĞAN),LIFE STAGES / ÇOCUK VE ERGEN RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,5 Mayıs 2026 Salı,11:20,12:00,Preventive Mental Health and Resilience in Children and Adolescents / Prof.Dr. Murat COŞKUN (Dr.Öğr.Üyesi İlyas KAYA),LIFE STAGES / ÇOCUK VE ERGEN RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,5 Mayıs 2026 Salı,12:30,13:30,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,5 Mayıs 2026 Salı,13:30,16:20,Anatomy Laboratory 13/21 (Türkçe Tıp ile ortak ders),MOVEMENT / ANATOMİ AD.,,,,,,,,,,,,,,,,,,,,
Time Table 1,6 Mayıs 2026 Çarşamba,08:30,10:20,RESEARCH ACTIVITIES,LIFE STAGES,,,,,,,,,,,,,,,,,,,,
Time Table 1,6 Mayıs 2026 Çarşamba,11:00,11:40,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,6 Mayıs 2026 Çarşamba,10:30,12.20,LABORATORY SKILLS (Parenteral Drug Administration / Practical Exam Injections) i2,,,,,,,,,,,,,,,,,,,,,
Time Table 1,6 Mayıs 2026 Çarşamba,12:30,13:30,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,6 Mayıs 2026 Çarşamba,13:30,14:10,Elective Courses - 11,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,6 Mayıs 2026 Çarşamba,14:20,15:00,Elective Courses - 11,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,6 Mayıs 2026 Çarşamba,15:10,15:50,Elective Courses - 11,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,7 Mayıs 2026 Perşembe,08:30,09:10,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,7 Mayıs 2026 Perşembe,09:20,10:00,26- Head and neck muscles II /Doç.Dr. Özcan GAYRETLİ (Dr. Öğr.Üyesi Osman COŞKUN),MOVEMENT / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,7 Mayıs 2026 Perşembe,10:10,10:50,1- Characteristics and requirements of newborns / Doç.Dr. Beril ÖZALP YAŞA (Prof.Dr. Leyla BİLGİN),LIFE STAGES / ÇOCUK SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,7 Mayıs 2026 Perşembe,10:30,12:20,Telafi (Enjeksiyon),,,,,,,,,,,,,,,,,,,,,
Time Table 1,7 Mayıs 2026 Perşembe,12:30,13:30,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,7 Mayıs 2026 Perşembe,13:30,16:20,Anatomy Laboratory 14/21 (Türkçe Tıp ile ortak ders),MOVEMENT / ANATOMİ AD.,,,,,,,,,,,,,,,,,,,,
Time Table 1,8 Mayıs 2026 Cuma,08:30,09:10,2- Lactating mother /   Prof.Dr. Gonca KESKİNDEMİRCİ(Prof. Dr. Ayşe KILIÇ),LIFE STAGES / ÇOCUK SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,8 Mayıs 2026 Cuma,09:20,10:00,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,8 Mayıs 2026 Cuma,10:10,10:50,3-Embryotoxicity  / Doç. Dr. Elif KERVANCIOĞLU DEMİRCİ (Dr. Öğr. Üyesi Tuğba EKİZ YILMAZ),LIFE STAGES / HİSTOLOJİ VE EMBRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,8 Mayıs 2026 Cuma,11:00,11:40,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,8 Mayıs 2026 Cuma,11:50,12:30,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,8 Mayıs 2026 Cuma,12:30,14:00,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,8 Mayıs 2026 Cuma,14:00,14:40,1-Pregnancy Prevention Methods / Prof.Dr. Ayşe Emel ÖNAL (Dr. Öğr. Üye. Emine Şeyma Karaketir),LIFE STAGES / HALK SAĞLIĞI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,8 Mayıs 2026 Cuma,15:00,16:00,BAHAR DÖNEMİ DÖNEM DEĞERLENDİRME TOPLANMASI (Türkçe Tıp ile ortak ders),,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,11 Mayıs 2026 Pazartesi,08:30,09:10,2- Sexual Health-Reproductive Health / Prof.Dr. Selma KARABEY (Prof. Dr. Gülsüm Nurhan İNCE),LIFE STAGES / HALK SAĞLIĞI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,11 Mayıs 2026 Pazartesi,09:20,10:00,3-Social Aging / Prof.Dr. Ayşe Emel ÖNAL (Doç. Dr. M. Merve ÖREN ÇELİK),LIFE STAGES / HALK SAĞLIĞI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,11 Mayıs 2026 Pazartesi,10:10,10:50,3- Characteristics and requirements of infants /   Prof.Dr. Gonca KESKİNDEMİRCİ(Prof. Dr. Ayşe KILIÇ ),LIFE STAGES / ÇOCUK SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,11 Mayıs 2026 Pazartesi,11:00,11:40,4- Characteristics and requirements of toddlers and and school children (1-10 years) /Prof.Dr. Ayşe KILIÇ (Prof.Dr. Gonca KESKİNDEMİRCİ),LIFE STAGES / ÇOCUK SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,11 Mayıs 2026 Pazartesi,11:50,12:30,27- Shoulder and arm muscles / Doç.Dr. Özcan GAYRETLİ (Dr. Öğr.Üyesi Osman COŞKUN),MOVEMENT / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,11 Mayıs 2026 Pazartesi,12:30,13:30,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,11 Mayıs 2026 Pazartesi,13:30,15:20,INTEGRATED SESSION - Human in the Integrity of the Environment / Prof. Dr. Arif DÖNMEZ/Prof.Dr. Işıl ALBENİZ - Prof.Dr. Dilek ŞATANA (Türkçe Tıp ile ortak ders),TISSUE /  TIBBİ EKOLOJİ AD. - BİYOFİZİK AD. -  TIBBİ MİKROBİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,11 Mayıs 2026 Pazartesi,15:30,16:10,Ek Ders (Prof. Dr. Ayşin KALE )  Türkçe ve İngilizce Ortak,LIFE STAGES/ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,11 Mayıs 2026 Pazartesi,16:20,17.00,Ek Ders (Prof. Dr. Ayşin Kale),MOVEMENT/ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,12 Mayıs 2026 Salı,08:30,10:20,RESEARCH ACTIVITIES,LIFE STAGES,,,,,,,,,,,,,,,,,,,,
