Dönem,Start Date,Start Time,End Time,Subject,Description,Location,,,,,,,,,,,,,,,,,,,
Time Table 1,13 Kasım 2025 Perşembe,11:50,12:30,30-Biochemical factors affecting the rate of enzyme-catalyzed reactions / Doç.Dr. İlknur BİNGÜL (Prof.Dr. Seldağ BEKPINAR),MOLECULAR BASIS OF LIFE / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,13 Kasım 2025 Perşembe,13:30,14:10,16-Chemical structure of nucleic acids / Prof.Dr. Nihal SALMAYENLİ (Prof.Dr. Şule SEÇKİN),MOLECULAR BASIS OF LIFE / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,13 Kasım 2025 Perşembe,14:20,15:00,Ek Ders (Prof. Dr. Nihal SALMANYELİ),MOLECULAR BASIS OF LIFE / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,13 Kasım 2025 Perşembe,15:10,15:50,FREE TIME,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,13 Kasım 2025 Perşembe,16:00,16:40,FREE TIME,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,14 Kasım 2025 Cuma,08:30,10:20,Problem-Based Learning  (PBL) İ2-1 / İ2-2 / İ2-3 / İ2-4,MOLECULAR BASIS OF LIFE,,,,,,,,,,,,,,,,,,,,
Time Table 1,14 Kasım 2025 Cuma,11:00,11:40,31-Enzyme inhibition / Doç.Dr. İlknur BİNGÜL (Prof.Dr. Seldağ BEKPINAR),MOLECULAR BASIS OF LIFE / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,14 Kasım 2025 Cuma,11:50,12:30,32-Biochemical basis of regulation of enzyme activity / Doç.Dr. İlknur BİNGÜL (Prof.Dr. Seldağ BEKPINAR),MOLECULAR BASIS OF LIFE / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,14 Kasım 2025 Cuma,14:00,16:00,LABORATORY SKILLS ( Communication Skills İ2-1 )- ,,,,,,,,,,,,,,,,,,,,,
Time Table 1,17 Kasım 2025 Pazartesi,08:30,10:20,LABORATORY SKILLS (BIOCHEMISTY 3) İ1 - (BIOPHYSICS 2) İ2,MOLECULAR BASIS OF LIFE,,,,,,,,,,,,,,,,,,,,
Time Table 1,17 Kasım 2025 Pazartesi,10:30,12:20,LABORATORY SKILLS (BIOCHEMISTY 4) İ2  - (BIOPHYSICS 2) İ1 ,MOLECULAR BASIS OF LIFE,,,,,,,,,,,,,,,,,,,,
Time Table 1,17 Kasım 2025 Pazartesi,10:00,12:45,FREE TIME (Time Table 3 Examination),,,,,,,,,,,,,,,,,,,,,
Time Table 1,17 Kasım 2025 Pazartesi,13:30,15:20,LABORATORY SKILLS (BIOCHEMISTY 4) İ1-Here and Now i2,MOLECULAR BASIS OF LIFE,,,,,,,,,,,,,,,,,,,,
Time Table 1,18 Kasım 2025 Salı,08:30,09:10,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,18 Kasım 2025 Salı,09:20,10:00,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,18 Kasım 2025 Salı,10:10,10:50,"14-In terms of bionergetics, the transmission of molecules across the membrane / Prof.Dr. Leman YALÇINTEPE GÜNEŞTUTAR (Doç.Dr. Başak GÜNÇER)",MOLECULAR BASIS OF LIFE / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,18 Kasım 2025 Salı,11:00,11:40,33-Importance of transport through biological membranes / Prof.Dr. Evin ADEMOĞLU (Doç.Dr. İlknur BİNGÜL),MOLECULAR BASIS OF LIFE  / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,18 Kasım 2025 Salı,11:50,12:30,34-Transport mechanism througuh biological membranes / Prof.Dr. Evin ADEMOĞLU (Doç.Dr. İlknur BİNGÜL),MOLECULAR BASIS OF LIFE  / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,18 Kasım 2025 Salı,13:30,14:10,5-Structures and Dynamics of Microtubules   / Prof. Dr. Fatma OĞUZ (Doç.Dr. Hayriye Şentürk ÇİFTÇİ),MOLECULAR BASIS OF LIFE / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,18 Kasım 2025 Salı,14:20,15:00,6-Structures and Dynamics of Microfilaments and İntermediate filaments / Prof. Dr. Fatma OĞUZ (Doç.Dr. Hayriye Şentürk ÇİFTÇİ),MOLECULAR BASIS OF LIFE / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,18 Kasım 2025 Salı,15:10,15:50,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,18 Kasım 2025 Salı,16:00,16:40,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,19 Kasım 2025 Çarşamba,08:30,09:10,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,19 Kasım 2025 Çarşamba,09:20,10:00,1-Biochemical functions of organelles I / Prof.Dr. Evin ADEMOĞLU (Doç.Dr. İlknur BİNGÜL),CELL / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,19 Kasım 2025 Çarşamba,10:10,10:50,2-Biochemical functions of organelles II / Prof.Dr. Evin ADEMOĞLU (Doç.Dr. İlknur BİNGÜL),CELL / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,19 Kasım 2025 Çarşamba,11:00,11:30,1-The Structure and Function of Endoplasmic Reticulum-ER Stress / Prof. Dr. Fatma OĞUZ (Doç.Dr. Hayriye Şentürk ÇİFTÇİ),CELL / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,19 Kasım 2025 Çarşamba,11:30,12:00,2-Golgi Complex and Intracellular Membrane Traffics / Prof. Dr. Fatma OĞUZ (Doç.Dr. Hayriye Şentürk ÇİFTÇİ),CELL / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,19 Kasım 2025 Çarşamba,12.00,12.30,3-The Structure and Function of Lysosome and Peroxisome / Prof. Dr. Fatma OĞUZ (Doç.Dr. Hayriye Şentürk ÇİFTÇİ),CELL / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,19 Kasım 2025 Çarşamba,13:30,14:10,Elective Courses - 7,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,19 Kasım 2025 Çarşamba,14:20,15:00,Elective Courses - 7,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,19 Kasım 2025 Çarşamba,15:10,15:50,Elective Courses - 7,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Kasım 2025 Perşembe,08:30,09:10,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Kasım 2025 Perşembe,09:20,10:00,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Kasım 2025 Perşembe,10:10,10:50,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Kasım 2025 Perşembe,11:00,11:40,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Kasım 2025 Perşembe,11:50,12:30,Blood pressure measurement /Prof.Dr. Ayşe PALANDUZ,MEDICAL SKILLS LABORATORY / AİLE HEKİMLİĞİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Kasım 2025 Perşembe,13:30,14:10,COMMUNICATION SKILLS 1-9 Empathy / Dr.Öğr.Üyesi Irmak POLAT (Doç.Dr. Dilek ANUK),MEDICAL SKILLS LABORATORY / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Kasım 2025 Perşembe,14:20,15:00,COMMUNICATION SKILLS 1-10 Empathy / DDr.Öğr.Üyesi Irmak POLAT (Doç.Dr. Dilek ANUK),MEDICAL SKILLS LABORATORY / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Kasım 2025 Perşembe,15:10,15:50,COMMUNICATION SKILLS 1-7 Active Listening / Doç. Dr. Müge BOZKURT (Dr. Öğr. Üyesi Irmak POLAT),MEDICAL SKILLS LABORATORY / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Kasım 2025 Perşembe,16:00,16:40,COMMUNICATION SKILLS 1-8 Active Listening / Doç. Dr. Müge BOZKURT (Dr. Öğr. Üyesi Irmak POLAT),MEDICAL SKILLS LABORATORY / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,21 Kasım 2025 Cuma,08:30,09:10,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,21 Kasım 2025 Cuma,09:20,10:00,"1-Morphology of bacteria, structure of bacterial cell-1 / Prof.Dr. Yaşar NAKİPOĞLU (Doç.Dr. Gonca ERKÖSE GENÇ)",CELL / TIBBİ MİKROBİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,21 Kasım 2025 Cuma,10:10,10:50,"2-Morphology of bacteria, structure of bacterial cell-2 /Prof.Dr.Yaşar NAKİPOĞLU (Doç.Dr. Gonca ERKÖSE GENÇ)",CELL / TIBBİ MİKROBİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,21 Kasım 2025 Cuma,11:00,11:40,3-Biochemical codes of DNA synthesis / Prof.Dr. Nihal SALMAYENLİ (Prof.Dr. Şule SEÇKİN),CELL / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,21 Kasım 2025 Cuma,11:50,12:30,"4-RNA structure, synthesis and posttranscriptional modification of RNA / Prof.Dr. Şule SEÇKİN (Doç.Dr. İlknur BİNGÜL)",CELL / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,21 Kasım 2025 Cuma,14:00,14:40,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,21 Kasım 2025 Cuma,14:50,15:30,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,21 Kasım 2025 Cuma,15:40,16:20,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,24 Kasım 2025 Pazartesi,08:30,09:10,4-Proteasome and chaperons / Prof. Dr. Fatma OĞUZ (Doç.Dr. Hayriye Şentürk ÇİFTÇİ),CELL / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,24 Kasım 2025 Pazartesi,09:20,10:00,5-Endocytosis and Ekzositosis - Exosomes / Prof. Dr. Fatma OĞUZ (Doç.Dr. Hayriye Şentürk ÇİFTÇİ),CELL / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,24 Kasım 2025 Pazartesi,10:30,12:20,LABORATORY SKILLS (MEDICAL BIOLOGY 1) İ2 - (BIOPHYSICS 3) İ1,MOLECULAR BASIS OF LIFE ,,,,,,,,,,,,,,,,,,,,
Time Table 1,24 Kasım 2025 Pazartesi,13:30,15:20,LABORATORY SKILLS (MEDICAL BIOLOGY 1) İ1 - (PHYSIOLOGY) İ2,MOLECULAR BASIS OF LIFE ,,,,,,,,,,,,,,,,,,,,
Time Table 1,25 Kasım 2025 Salı,08:30,10:20,LABORATORY SKILLS (BIOPHYSICS 3) İ2-Here and Now İ1,MEDICAL SKILLS LABORATORY,,,,,,,,,,,,,,,,,,,,
Time Table 1,25 Kasım 2025 Salı,11:00,11:40,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,25 Kasım 2025 Salı,11:50,12:30,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,25 Kasım 2025 Salı,13:30,15:20,FREE TIME,CELL,,,,,,,,,,,,,,,,,,,,
Time Table 1,25 Kasım 2025 Salı,14:30,16:20,LABORATORY SKILLS - Communication Skills i3-1,MEDICAL SKILLS LABORATORY,,,,,,,,,,,,,,,,,,,,
Time Table 1,26 Kasım 2025 Çarşamba,08:30,09:30,INTEGRATED SESSION - Functional Disorders of Organelles and Clinical Reflections / Prof.Dr. Fatma OĞUZ - Dr.Öğr. Üyesi Mehmet Cihan BALCI (Türkçe Tıp ile ortak ders),CELL / TIBBİ BİYOLOJİ AD. - ÇOCUK SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,26 Kasım 2025 Çarşamba,09:40,10:40,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,26 Kasım 2025 Çarşamba,10:50,12:30,LABORATORY SKILLS  -   (BIOCHEMISTY ) İ1,MEDICAL SKILLS LABORATORY,,,,,,,,,,,,,,,,,,,,
Time Table 1,26 Kasım 2025 Çarşamba,13:30,14:10,Elective Courses - 8,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,26 Kasım 2025 Çarşamba,14:20,15:00,Elective Courses - 8,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,26 Kasım 2025 Çarşamba,15:10,15:50,Elective Courses - 8,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Kasım 2025 Perşembe,08:30,10:20,LABORATORY SKILLS (Microbiology 1) i2,CELL,,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Kasım 2025 Perşembe,10:30,12:20,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Kasım 2025 Perşembe,13:30,14:10,3-General Characteristics of Viruses / Prof.Dr. Ali AĞAÇFİDAN (Doç.Dr. Hayriye KIRKOYUN UYSAL),CELL / TIBBİ MİKROBİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Kasım 2025 Perşembe,14:20,15:00,4-General Information about Parasites / Doç.Dr. Gonca ERKÖSE GENÇ (Doç.Dr. Bahar AKGÜN KARAPINAR),CELL / TIBBİ MİKROBİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Kasım 2025 Perşembe,15:10,15:50,COMMUNICATION SKILLS 1-11 Communication Barriers / Doç.Dr. Dilek ANUK (Dr.Öğr.Üyesi Ezgi İnce GULİYEV),MEDICAL SKILLS LABORATORY / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Kasım 2025 Perşembe,16:00,16:40,COMMUNICATION SKILLS 1-12 Communication Barriers / Doç.Dr. Dilek ANUK (Dr.Öğr.Üyesi Ezgi İnce GULİYEV),MEDICAL SKILLS LABORATORY / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,28 Kasım 2025 Cuma,08:30,10:20,LABORATORY SKILLS (Microbiology 1) i1 -   (MEDICAL BIOLOGY 1) İ2 ,CELL - MEDICAL SKILLS LABORATORY,,,,,,,,,,,,,,,,,,,,
Time Table 1,28 Kasım 2025 Cuma,10:30,11:10,5-Electron Transfer Reactions in the Mitochondria / Doç.Dr. Ayşe Gül Sündüs TELCİ (Doç.Dr. İlknur BİNGÜL),CELL / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,28 Kasım 2025 Cuma,11:20,12:00,6-Electron Carriers / Doç.Dr. Ayşe Gül Sündüs TELCİ (Doç.Dr. İlknur BİNGÜL),CELL / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,28 Kasım 2025 Cuma,14:00,14:40,COMMUNICATION SKILLS 1-13 Basic Concepts of Physician-Patient Communication / Doç.Dr. Dilek ANUK (Dr.Öğr.Üyesi Ezgi İnce GULİYEV),MEDICAL SKILLS LABORATORY / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,28 Kasım 2025 Cuma,14:50,15:30,COMMUNICATION SKILLS 1-14 Basic Concepts of Physician-Patient Communication / Doç.Dr. Dilek ANUK (Dr.Öğr.Üyesi Ezgi İnce GULİYEV),MEDICAL SKILLS LABORATORY / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,28 Kasım 2025 Cuma,15:40,16:40, ÖLÇME DEĞERLENDİRME BİLGİLENDİRME TOPLANMASI  (Türkçe Tıp ile ortak ders),,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,1 Aralık 2025 Pazartesi,08:30,10:20,LABORATORY SKILLS  (BIOCHEMISTY 1) İ2 ,MEDICAL SKILLS LABORATORY,,,,,,,,,,,,,,,,,,,,
Time Table 1,1 Aralık 2025 Pazartesi,11:00,11:40,6-Structure and Function of Nucleus - Nucleolus / Prof. Dr. Fatma OĞUZ (Doç.Dr. Hayriye Şentürk ÇİFTÇİ),CELL / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,1 Aralık 2025 Pazartesi,11:50,12:30,7-Chromation Structure and Chromosomes / Prof. Dr. Fatma OĞUZ (Doç.Dr. Hayriye Şentürk ÇİFTÇİ),CELL / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,1 Aralık 2025 Pazartesi,13:30,15:20,LABORATORY SKILLS (Nutrition and Healthy Diet)  İ1-İ2-İ3,MEDICAL SKILLS LABORATORY,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,2 Aralık 2025 Salı,08:30,10:20,LABORATORY SKILLS (Blood pressure measurement) İ2 -Communication Skills İ1-2,MEDICAL SKILLS LABORATORY,,,,,,,,,,,,,,,,,,,,
Time Table 1,2 Aralık 2025 Salı,11:00,11:40,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,2 Aralık 2025 Salı,11:50,12:30,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,2 Aralık 2025 Salı,13:30,14:10,7-ATP Synthesis / Doç.Dr. Ayşe Gül Sündüs TELCİ (Doç.Dr. İlknur BİNGÜL),CELL / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,2 Aralık 2025 Salı,14:20,15:00,8-Regulation of Oxidative Phosphorylation / Doç.Dr. Ayşe Gül Sündüs TELCİ (Doç.Dr. İlknur BİNGÜL),CELL / TIBBİ BİYOKİMYA AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,3 Aralık 2025 Çarşamba,08:30,10:20,"LABORATORY SKILLS (Blood pressure measurement) İ1, ( Communication Skills İ3-2 )",MEDICAL SKILLS LABORATORY,,,,,,,,,,,,,,,,,,,,
Time Table 1,3 Aralık 2025 Çarşamba,11:00,11:40,5-General Information about fungi / Prof.Dr. Zayre ERTURAN (Doç.Dr. Gonca ERKÖSE GENÇ),CELL / TIBBİ MİKROBİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,3 Aralık 2025 Çarşamba,11:50,12:30,6-General information on Archaea Bacteria / Prof. Dr. Yaşar NAKİPOĞLU (Doç.Dr. Bahar AKGÜN KARAPINAR),CELL / TIBBİ MİKROBİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,3 Aralık 2025 Çarşamba,13:30,14:10,Elective Courses - 9,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,3 Aralık 2025 Çarşamba,14:20,15:00,Elective Courses - 9,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,3 Aralık 2025 Çarşamba,15:10,15:50,Elective Courses - 9,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Aralık 2025 Perşembe,08:30,10:20,LABORATORY SKILLS (MEDICAL BIOLOGY 1) i1 -  (Blood pressure measurement) İ3,CELL,,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Aralık 2025 Perşembe,11:00,11:40,COMMUNICATION SKILLS 1-15 Patient Psychology / Doç.Dr. Dilek ANUK (Dr.Öğr.Üyesi Ezgi İnce GULİYEV),MEDICAL SKILLS LABORATORY / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Aralık 2025 Perşembe,11:50,12:30,COMMUNICATION SKILLS 1-16 Physician and Patient Rights - Medical Ethics and Communication / Doç.Dr. Dilek ANUK (Dr.Öğr.Üyesi Ezgi İnce GULİYEV),MEDICAL SKILLS LABORATORY / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Aralık 2025 Perşembe,13:30,15:00,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Aralık 2025 Perşembe,16:00,16:40,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,5 Aralık 2025 Cuma,08:30,10:20,LABORATORY SKILLS (MEDICAL BIOLOGY 2) İ2 -,CELL ,,,,,,,,,,,,,,,,,,,,
